#NAME?,Name,Symbol,Rank,Price Usd,Price Btc,24h Volume Usd,Market Cap Usd,Available Supply,Total Supply,Max Supply,Percent Change 1h,Percent Change 24h,Percent Change 7d,Last Updated,24h Volume Btc,Market Cap Btc
boscoin,BOScoin,BOS,163,0.194548,0.0000234206,297006.0,86513075.0,444687556.0,500000000.0,,-0.07,10.97,-11.73,1526748257,35.7550360011,10415.0
gamecredits,GameCredits,GAME,164,1.34008,0.0001613254,66104.6,86241320.0,64355352.0,64355352.0,84000000.0,0.48,2.22,-6.03,1526748245,7.9579953026,10382.0
ink,Ink,INK,165,0.185264,0.0000223030,5450020.0,85945920.0,463910527.0,1000000000.0,1000000000.0,-0.67,0.22,22.49,1526748259,656.100083186,10347.0
raiden-network-token,Raiden Network Token,RDN,166,1.71024,0.0002058871,1527060.0,85800921.0,50168936.0,100000000.0,,-0.1,6.89,3.77,1526748259,183.834957125,10329.0
genaro-network,Genaro Network,GNX,167,0.353776,0.0000425893,1677440.0,85311982.0,241146889.0,675000000.0,,-0.22,-1.35,-7.95,1526748260,201.938437573,10270.0
sirin-labs-token,SIRIN LABS Token,SRN,168,0.367476,0.0000442386,2752420.0,84246823.0,229258029.0,573145073.0,,-1.54,-1.83,-9.55,1526748260,331.349791554,10142.0
santiment,Santiment Network Token,SAN,169,1.3339,0.0001605814,1127200.0,83582669.0,62660371.0,83337000.0,,0.67,12.04,1.52,1526748252,135.697853176,10062.0
poet,Po.et,POE,170,0.0362214,0.0000043605,1752740.0,82477082.0,2277026355.0,3141592653.0,,0.11,3.94,-3.92,1526748254,211.003420135,9929.0
jibrel-network,Jibrel Network,JNT,171,0.549829,0.0000661911,9160770.0,82474350.0,150000000.0,200000000.0,,5.11,21.06,56.59,1526748262,1102.81833077,9929.0
groestlcoin,Groestlcoin,GRS,172,1.16324,0.0001400365,8204380.0,81510447.0,70071909.0,70071909.0,105000000.0,0.15,0.88,22.41,1526748249,987.683421435,9813.0
crypterium,Crypterium,CRPT,173,1.01373,0.0001220378,657177.0,79787218.0,78706577.0,99983577.0,,-1.81,11.18,21.65,1526748262,79.1141838687,9605.0
data,DATA,DTA,174,0.0172441,0.0000020759,14466300.0,79779866.0,4626502186.0,11500000000.0,987154514.0,-3.37,1.01,1.36,1526748261,1741.52400053,9604.0
apex,Apex,CPX,175,0.193903,0.0000233430,724670.0,79776412.0,411424333.0,676989090.0,,-1.27,2.4,-14.52,1526748264,87.2393215589,9604.0
thekey,THEKEY,TKY,176,0.0170846,0.0000020567,1391520.0,78674468.0,4604993287.0,9795844687.0,,-2.0,-1.28,4.1,1526748263,167.517988513,9471.0
tokenpay,TokenPay,TPAY,177,5.05703,0.00060879,1248840.0,77706403.0,15366016.0,19143450.0,25000000.0,-0.86,-1.04,-20.11,1526748264,150.341471754,9355.0
bridgecoin,BridgeCoin,BCO,178,2.8587,0.0003441443,35904.3,77184900.0,27000000.0,27000000.0,27000000.0,-1.01,1.42,-8.7,1526748256,4.3223353706,9292.0
experience-points,Experience Points,XP,179,0.000336739,0.0000000405,3546080.0,76997638.0,228656728818,263470189090,,-9.94,63.46,125.87,1526748248,426.89446699,9269.0
dynamic-trading-rights,Dynamic Trading Rights,DTR,180,0.0635078,0.0000076454,18637.2,76339758.0,1202053264.0,3750000000.0,,0.42,1.25,-4.74,1526748260,2.2436373574,9190.0
ubiq,Ubiq,UBQ,181,1.84089,0.0002216153,83585.9,75256611.0,40880559.0,40880559.0,,-0.92,2.28,-1.95,1526748244,10.0624797603,9060.0
origintrail,OriginTrail,TRAC,182,0.280159,0.0000337269,417675.0,75153770.0,268253992.0,500000000.0,,-0.38,4.97,7.9,1526748262,50.2817608458,9047.0
litecoin-cash,Litecoin Cash,LCC,183,0.128721,0.0000154961,293387.0,73193297.0,568619707.0,568619707.0,840000000.0,-0.05,2.67,-11.42,1526748263,35.3193630676,8811.0
tomochain,TomoChain,TOMO,184,1.31431,0.0001582231,2105510.0,72287050.0,55000000.0,100000000.0,,-0.48,6.57,-19.55,1526748264,253.471599398,8702.0
genesis-vision,Genesis Vision,GVT,185,19.0245,0.0022902624,11539100.0,70900143.0,3726781.0,4436644.0,,-2.37,15.11,7.14,1526748258,1389.13333711,8535.0
red-pulse,Red Pulse,RPX,186,0.0849848,0.0000102309,1064600.0,68490245.0,805911699.0,1358371250.0,,-0.03,2.96,-10.09,1526748257,128.161758775,8245.0
medibloc,MediBloc,MED,187,0.0229937,0.0000027681,577929.0,68208146.0,2966384100.0,4097545844.0,10000000000.0,0.41,-3.84,7.04,1526748260,69.5739217426,8211.0
amber,Ambrosus,AMB,188,0.466285,0.0000561337,1995300.0,67420603.0,144590975.0,361477438.0,,0.3,2.82,-17.29,1526748258,240.203980165,8116.0
nav-coin,NavCoin,NAV,189,1.0685,0.0001286313,8513460.0,67159644.0,62854135.0,62854135.0,,-0.41,3.96,5.6,1526748251,1024.89198465,8085.0
zebi,Zebi,ZCO,190,0.144688,0.0000174182,877593.0,66794846.0,461647448.0,500000000.0,1000000000.0,0.61,6.97,-13.61,1526748265,105.648940794,8041.0
streamr-datacoin,Streamr DATAcoin,DATA,191,0.0983521,0.0000118401,906023.0,66599568.0,677154514.0,987154514.0,,-2.02,2.49,-12.48,1526748258,109.071483347,8018.0
lympo,Lympo,LYM,192,0.0952767,0.0000114699,3470810.0,65880549.0,691465483.0,999999999.0,,-0.15,-5.06,54.63,1526748263,417.833095974,7931.0
peercoin,Peercoin,PPC,193,2.64953,0.0003189634,454581.0,65621937.0,24767388.0,24767388.0,,-0.17,2.86,2.67,1526748241,54.7246857653,7900.0
cube,Cube,AUTO,194,0.0103415,0.0000012450,1315260.0,64892292.0,6274940000.0,7200000000.0,,-4.06,-1.57,3.49,1526748263,158.337436452,7812.0
ethlend,ETHLend,LEND,195,0.0592094,0.0000071279,1200540.0,64321489.0,1086339146.0,1299999942.0,,-0.1,4.44,-3.99,1526748259,144.526881345,7743.0
zeepin,Zeepin,ZPT,196,0.0694203,0.0000083572,278290.0,61537525.0,886448561.0,1000000000.0,,0.82,-7.6,-9.38,1526748262,33.5019123141,7408.0
c20,CRYPTO20,C20,197,1.53614,0.0001849281,1508200.0,60970635.0,39690806.0,40656082.0,,-0.6,1.64,-6.67,1526748261,181.564498013,7340.0
iot-chain,IoT Chain,ITC,198,1.23319,0.0001484574,3940140.0,60945638.0,49421126.0,100000000.0,,0.13,3.6,-12.38,1526748259,474.33333855,7337.0
bitcore,Bitcore,BTX,199,3.91594,0.00047142,390327.0,60759790.0,15516017.0,16970244.0,21000000.0,-3.4,-3.85,-18.6,1526748250,46.9894747487,7315.0
blockv,BLOCKv,VEE,200,0.0395084,0.0000047562,433002.0,60504504.0,1531433921.0,3646271241.0,,-6.88,8.68,1.58,1526748259,52.1269001251,7284.0
cybervein,CyberVein,CVT,201,0.0668427,0.0000080469,1618840.0,59619403.0,891935888.0,2147483648.0,,-7.89,-9.45,74.62,1526748264,194.88388275,7177.0
ost,OST,OST,202,0.182323,0.0000219489,928503.0,58664793.0,321762988.0,800000000.0,,0.65,4.55,-3.33,1526748260,111.777735777,7062.0
primecoin,Primecoin,XPM,203,2.45875,0.0002959964,1560330.0,58184597.0,23664300.0,23664300.0,,-0.44,-1.03,3.76,1526748241,187.840162568,7005.0
paypie,PayPie,PPP,204,0.704007,0.0000847518,810614.0,58080578.0,82500000.0,165000000.0,165000000.0,-1.21,-5.7,-11.67,1526748256,97.5856809391,6992.0
adx-net,AdEx,ADX,205,0.788564,0.0000949312,1622200.0,57904807.0,73430701.0,100000000.0,100000000.0,-0.41,0.86,1.36,1526748252,195.288375996,6971.0
cloakcoin,CloakCoin,CLOAK,206,11.2085,0.0013493341,4456690.0,57577682.0,5136966.0,5136966.0,,0.07,1.08,6.95,1526748244,536.518155848,6931.0
ripio-credit-network,Ripio Credit Network,RCN,207,0.116596,0.0000140364,4244190.0,57281375.0,491280791.0,999942647.0,,-0.85,7.97,1.73,1526748257,510.936365749,6896.0
republic-protocol,Republic Protocol,REN,208,0.117309,0.0000141222,2259860.0,56683246.0,483196056.0,1000000000.0,,-3.08,-7.35,21.55,1526748263,272.053007877,6824.0
bread,Bread,BRD,209,0.635737,0.0000765331,6498190.0,56493318.0,88862718.0,88862718.0,,0.19,5.6,-5.41,1526748260,782.283918143,6801.0
zclassic,ZClassic,ZCL,210,13.99,0.0016841847,842933.0,55833391.0,3990950.0,3990950.0,21000000.0,0.52,1.44,-5.07,1526748248,101.476400347,6721.0
pillar,Pillar,PLR,211,0.245024,0.0000294972,192063.0,55714733.0,227384800.0,800000000.0,,-1.4,-6.83,-18.95,1526748253,23.1214840087,6707.0
telcoin,Telcoin,TEL,212,0.00187627,0.0000002259,264337.0,55585595.0,29625584462.0,100000000000,,-1.14,2.68,-1.12,1526748262,31.8221818799,6692.0
educare,EDUCare,EKT,213,0.158113,0.0000190344,17772200.0,55339550.0,350000000.0,1000000000.0,,-0.02,-1.5,57.44,1526748261,2139.50442354,6662.0
electra,Electra,ECA,214,0.00218789,0.0000002634,583490.0,54845429.0,25067726746.0,25934883299.0,30000000000.0,-1.39,5.45,-21.38,1526748251,70.2433821414,6603.0
airswap,AirSwap,AST,215,0.357017,0.0000429795,1615200.0,53552550.0,150000000.0,500000000.0,,-0.49,1.78,-0.18,1526748257,194.445681734,6447.0
medishares,MediShares,MDS,216,0.0993554,0.0000119609,1509650.0,52335456.0,526749987.0,2000000000.0,,-0.86,-0.05,-22.13,1526748260,181.73905611,6300.0
banca,Banca,BANCA,217,0.00446267,0.0000005372,4259040.0,52208643.0,11698970018.0,20000000000.0,,-5.62,0.95,31.88,1526748264,512.724081433,6285.0
daex,DAEX,DAX,218,0.144389,0.0000173823,6385430.0,52008918.0,360200000.0,2000000000.0,,-0.45,5.89,-4.5,1526748265,768.70931743,6261.0
eidoo,Eidoo,EDO,219,1.77715,0.000213942,7075890.0,52002006.0,29261461.0,90208328.0,,-0.2,3.75,-3.9,1526748257,851.830271745,6260.0
primas,Primas,PST,220,1.01478,0.0001221642,11897100.0,51956736.0,51200000.0,100000000.0,,0.65,-8.5,39.02,1526748255,1432.23112937,6255.0
district0x,district0x,DNT,221,0.0858834,0.0000103391,1823590.0,51530040.0,600000000.0,1000000000.0,,-0.63,6.28,2.36,1526748253,219.532689916,6203.0
rock,Rock,RKT,222,0.164673,0.0000198241,70749.8,51258487.0,311274387.0,900000000.0,,-0.32,-2.8,-4.91,1526748263,8.5172072149,6171.0
babb,BABB,BAX,223,0.00243662,0.0000002933,891885.0,51047213.0,20950010000.0,50000000000.0,,2.67,19.27,26.85,1526748263,107.369481707,6145.0
bitbay,BitBay,BAY,224,0.0502738,0.0000060522,68396.7,50884471.0,1012146906.0,1012146906.0,,-0.58,1.95,-8.29,1526748244,8.2339295195,6126.0
einsteinium,Einsteinium,EMC2,225,0.234413,0.0000282198,1176280.0,50859733.0,216966349.0,216966349.0,,0.15,1.97,3.81,1526748242,141.606343802,6123.0
oyster,Oyster,PRL,226,0.639599,0.0000769981,342884.0,49867568.0,77966926.0,98592692.0,,-1.71,3.23,-9.51,1526748258,41.2780541949,6003.0
quantum-resistant-ledger,Quantum Resistant Ledger,QRL,227,0.956944,0.0001152016,214556.0,49761088.0,52000000.0,65000000.0,105000000.0,-0.32,3.06,-9.35,1526748252,25.8293014426,5990.0
trinity-network-credit,Trinity Network Credit,TNC,228,0.148382,0.0000178630,2872530.0,49460667.0,333333333.0,1000000000.0,,-0.06,12.64,23.06,1526748262,345.809221242,5954.0
singulardtv,SingularDTV,SNGLS,229,0.0818857,0.0000098578,725597.0,49131420.0,600000000.0,1000000000.0,,-0.94,5.92,-4.38,1526748248,87.3509183562,5915.0
burst,Burst,BURST,230,0.0249219,0.0000030002,202822.0,48337336.0,1939552587.0,1939552587.0,2158812800.0,-0.1,0.36,1.79,1526748244,24.4167050895,5819.0
datx,DATx,DATX,231,0.0369055,0.0000044429,48348.8,47626618.0,1290501916.0,10000000000.0,,-0.26,-9.92,16.18,1526748263,5.8204651913,5734.0
hydro-protocol,Hydro Protocol,HOT,232,0.0676048,0.0000081386,630911.0,47458570.0,702000000.0,1560000000.0,,-1.93,5.49,29.3,1526748262,75.9521542275,5713.0
bodhi,Bodhi,BOT,233,1.16184,0.000139868,5933110.0,46473600.0,40000000.0,100000000.0,100000000.0,1.71,16.49,17.79,1526748259,714.256821911,5595.0
edgeless,Edgeless,EDG,234,0.561217,0.0000675620,560804.0,46045777.0,82046297.0,132046997.0,,-0.04,2.68,-2.95,1526748250,67.5123304228,5543.0
salus,SaluS,SLS,235,45.3249,0.0054564333,83932.5,45800986.0,1010504.0,1010504.0,,0.1,0.82,-1.05,1526748246,10.1042051648,5514.0
viacoin,Viacoin,VIA,236,1.97868,0.0002382032,1032170.0,45579704.0,23035409.0,23035409.0,23176392.0,-0.04,3.87,5.81,1526748245,124.257676644,5487.0
wepower,WePower,WPR,237,0.103126,0.0000124148,1347040.0,45363800.0,439887133.0,745248183.0,,-1.22,4.45,-2.77,1526748263,162.163268402,5461.0
spankchain,SpankChain,SPANK,238,0.149281,0.0000179712,17392.9,44790777.0,300043386.0,1000000000.0,,-0.88,0.61,-6.18,1526748258,2.093842433,5392.0
appcoins,AppCoins,APPC,239,0.443007,0.0000533314,1349530.0,44324761.0,100054312.0,246203093.0,,-0.25,2.25,-4.57,1526748260,162.463026789,5336.0
bitrent,BitRent,RNTB,240,0.0524962,0.0000063197,626738.0,44188676.0,841750000.0,942000000.0,,-2.88,7.13,8.52,1526748264,75.4497880624,5320.0
modum,Modum,MOD,241,2.41637,0.0002908944,735589.0,44137898.0,18266200.0,27266200.0,27266200.0,0.35,-0.45,2.38,1526748257,88.5538042229,5314.0
kucoin-shares,KuCoin Shares,KCS,242,3.92012,0.0004719232,2918280.0,43653390.0,11135728.0,180730576.0,,-1.03,0.24,3.79,1526748257,351.316830169,5255.0
nanjcoin,NANJCOIN,NANJ,243,0.0022521,0.0000002711,207791.0,43604911.0,19361889557.0,30000000000.0,,-0.92,1.68,-1.73,1526748264,25.0148976307,5249.0
minexcoin,MinexCoin,MNX,244,11.4706,0.001380887,30884.4,43257580.0,3771170.0,5852770.0,19000000.0,-0.17,2.76,12.3,1526748259,3.7180152383,5208.0
wabi,WaBi,WABI,245,0.95594,0.0001150807,703930.0,43254404.0,45248033.0,99218023.0,,-0.47,3.93,-4.66,1526748259,84.7425388452,5207.0
wings,Wings,WINGS,246,0.477394,0.0000574710,4513650.0,42826220.0,89708333.0,100000000.0,,-0.17,2.09,-2.61,1526748249,543.375279443,5156.0
yee,YEE,YEE,247,0.0311841,0.0000037541,3936540.0,42573099.0,1365218125.0,10000000000.0,,7.44,22.33,11.9,1526748261,473.899952929,5125.0
vibe,VIBE,VIBE,248,0.211847,0.0000255032,1810370.0,42351161.0,199913907.0,267000000.0,,-0.36,4.99,2.77,1526748255,217.94120161,5098.0
ion,ION,ION,249,1.99131,0.0002397236,284463.0,42156499.0,21170234.0,27070234.0,,-1.1,0.44,-3.3,1526748247,34.2450482683,5075.0
internet-node-token,Internet Node Token,INT,250,0.280313,0.0000337455,7456620.0,42046950.0,150000000.0,1000000000.0,,-0.93,0.4,-8.76,1526748261,897.66441266,5062.0
tierion,Tierion,TNT,251,0.0980231,0.0000118005,1114980.0,42001062.0,428481269.0,1000000000.0,,-0.49,2.23,3.57,1526748254,134.226749764,5056.0
zoin,Zoin,ZOI,252,2.35501,0.0002835076,488309.0,41643093.0,17682767.0,17682767.0,21000000.0,-0.31,3.11,38.65,1526748248,58.7850274899,5013.0
ins-ecosystem,INS Ecosystem,INS,253,1.37318,0.0001653101,4609010.0,41608615.0,30300918.0,50000000.0,,-0.45,4.21,3.0,1526748260,554.855182991,5009.0
utrust,UTRUST,UTK,254,0.139386,0.0000167800,446957.0,41112845.0,294956775.0,500000000.0,,-0.3,-0.84,-10.91,1526748260,53.806871329,4949.0
havven,Havven,HAV,255,0.670915,0.0000807680,1188520.0,40889429.0,60945766.0,100000000.0,,0.08,4.6,20.77,1526748263,143.079854912,4922.0
html-coin,HTMLCOIN,HTML,256,0.000617971,0.0000000744,273000.0,40710288.0,65877343747.0,94044586504.0,,-2.79,-9.31,53.42,1526748261,32.8650762217,4901.0
pura,Pura,PURA,257,0.227349,0.0000273694,1160730.0,39499100.0,173737734.0,180520228.0,350000000.0,0.42,2.85,-3.97,1526748245,139.734358692,4755.0
ravencoin,Ravencoin,RVN,258,0.0383255,0.0000046138,282444.0,39444612.0,1029200182.0,1029200182.0,21000000000.0,-0.21,-1.42,-12.08,1526748263,34.0019911662,4749.0
wagerr,Wagerr,WGR,259,0.213971,0.0000257589,39798.0,39156693.0,183000000.0,198360471.0,200000000.0,-0.07,5.16,6.45,1526748252,4.7910780347,4714.0
electrifyasia,Electrify.Asia,ELEC,260,0.104894,0.0000126277,140897.0,38582201.0,367820853.0,750000000.0,,0.24,-1.76,-17.61,1526748263,16.9618704923,4645.0
counterparty,Counterparty,XCP,261,14.723,0.0017724268,90662.4,38521063.0,2616387.0,2616387.0,,-0.25,3.09,-8.77,1526748242,10.9143834668,4637.0
decent,DECENT,DCT,262,0.749458,0.0000902234,1329620.0,38451759.0,51306089.0,73197775.0,,-0.06,3.9,-0.55,1526748249,160.066163538,4629.0
bitcny,bitCNY,BITCNY,263,0.16071,0.0000193471,18421200.0,38081359.0,236957000.0,236957000.0,,0.05,0.8,-2.51,1526748245,2217.63422013,4584.0
gulden,Gulden,NLG,264,0.0949854,0.0000114348,60001.5,37774430.0,397686700.0,469186700.0,,-0.2,0.57,5.81,1526748244,7.2232742524,4547.0
decent-bet,DecentBet,DBET,265,0.299799,0.0000360913,306015.0,37654382.0,125598757.0,183251680.0,,0.33,7.53,100.89,1526748257,36.8395835164,4533.0
kickico,KickCoin,KICK,266,0.0807524,0.0000097214,591117.0,37598750.0,465605357.0,500257696.0,,0.04,3.75,14.21,1526748255,71.1615577324,4526.0
soarcoin,Soarcoin,SOAR,267,0.0346468,0.0000041710,76862.8,37333073.0,1077533090.0,5000000000.0,5000000000.0,-0.07,4.14,-3.65,1526748250,9.2531200755,4494.0
qlink,QLINK,QLC,268,0.155486,0.0000187182,5285020.0,37316640.0,240000000.0,600000000.0,,-0.55,3.68,-4.59,1526748261,636.236575579,4492.0
dai,Dai,DAI,269,0.994066,0.0001196705,710876.0,37258086.0,37480496.0,37480496.0,,0.49,-0.7,-0.78,1526748260,85.578732323,4485.0
refereum,Refereum,RFR,270,0.0157839,0.0000019001,2344190.0,37153146.0,2353863477.0,5000000000.0,,0.39,2.2,23.33,1526748263,282.205066037,4473.0
mybit-token,MyBit Token,MYB,271,2.50009,0.0003009731,4702.61,37078351.0,14830806.0,180000000.0,,10.66,5.57,11.01,1526748254,0.5661232091,4464.0
selfsell,SelfSell,SSC,272,0.09472,0.0000114029,2570980.0,36940800.0,390000000.0,1000000000.0,,0.97,-12.86,62.39,1526748262,309.50715628,4447.0
library-credit,LBRY Credits,LBC,273,0.218605,0.0000263167,193146.0,36503808.0,166985236.0,541885240.0,,0.66,1.84,-5.23,1526748248,23.2518608495,4395.0
storiqa,Storiqa,STQ,274,0.00459114,0.0000005527,146825.0,35661883.0,7767544247.0,11287544272.0,,-1.01,-0.18,4.0,1526748263,17.6755121474,4293.0
lunyr,Lunyr,LUN,275,15.3052,0.0018425149,15284400.0,35169101.0,2297853.0,2703356.0,,-0.63,0.7,6.64,1526748250,1840.01088279,4234.0
mobilego,MobileGo,MGO,276,0.356553,0.0000429236,1009890.0,34952490.0,98028877.0,100000000.0,,-0.61,3.23,-3.86,1526748251,121.575501192,4208.0
linkeye,LinkEye,LET,277,0.0579866,0.0000069807,6923330.0,34791960.0,600000000.0,1000000000.0,,-5.87,-13.57,-22.0,1526748262,833.464352227,4188.0
dock,Dock,DOCK,278,0.151207,0.0000182030,1593980.0,34558371.0,228550076.0,1000000000.0,,-0.93,2.56,6.46,1526748264,191.89111427,4160.0
u-network,U Network,UUU,279,0.00596967,0.0000007187,485806.0,34460360.0,5772573645.0,10000000000.0,,-2.66,-9.4,52.95,1526748264,58.4837040987,4149.0
presearch,Presearch,PRE,280,0.22133,0.0000266448,83295.1,34306150.0,155000000.0,170000000.0,1000000000.0,0.25,2.04,-2.43,1526748259,10.0274718329,4130.0
etherparty,Etherparty,FUEL,281,0.070609,0.0000085003,802286.0,34296398.0,485722753.0,1000000000.0,,-0.31,4.03,-9.68,1526748257,96.583115537,4129.0
feathercoin,Feathercoin,FTC,282,0.169689,0.0000204280,61644.0,34123596.0,201094920.0,201094920.0,336000000.0,-0.07,2.78,-1.52,1526748241,7.4210064418,4108.0
melon,Melon,MLN,283,56.8356,0.0068421477,286896.0,34067259.0,599400.0,749400.0,,0.01,2.64,3.34,1526748249,34.5379447168,4101.0
naga,NAGA,NGC,284,0.58956,0.0000709741,1009450.0,34001304.0,57672338.0,77910266.0,,1.43,0.53,-8.04,1526748260,121.522531839,4093.0
odyssey,Odyssey,OCN,285,0.0169693,0.0000020428,22611200.0,33938600.0,2000000000.0,10000000000.0,,-1.56,-3.14,-51.58,1526748262,2722.04692844,4086.0
cpchain,CPChain,CPC,286,0.118052,0.0000142117,2677050.0,33853282.0,286765852.0,999999999.0,,0.42,-2.65,-0.03,1526748262,322.276382049,4075.0
yoyow,YOYOW,YOYOW,287,0.128087,0.0000154197,729668.0,33730872.0,263343444.0,300000000.0,1000000000.0,-0.04,3.7,-11.6,1526748255,87.841005262,4061.0
blox,Blox,CDT,288,0.0509588,0.0000061347,597043.0,33481106.0,657023039.0,1000000000.0,,-0.21,3.45,0.26,1526748253,71.8749586177,4031.0
olympus-labs,Olympus Labs,MOT,289,0.340228,0.0000409583,128949.0,33470459.0,98376556.0,100000000.0,,-0.01,8.79,-7.22,1526748260,15.5235117718,4029.0
qunqun,QunQun,QUN,290,0.0414359,0.0000049883,889990.0,33327068.0,804304194.0,1500000000.0,,0.09,9.62,0.47,1526748260,107.141352332,4012.0
tokencard,TokenCard,TKN,291,1.37121,0.000165073,182341.0,33318011.0,24298256.0,39406760.0,,-0.23,4.5,-7.97,1526748251,21.9511020635,4011.0
datawallet,Datawallet,DXT,292,0.0853663,0.0000102768,1864510.0,33311828.0,390222225.0,1000000000.0,,-2.57,30.74,64.38,1526748262,224.458839803,4010.0
taas,TaaS,TAAS,293,4.04004,0.0004863598,162444.0,32910169.0,8146001.0,8146001.0,,-0.33,4.93,-3.32,1526748250,19.555803816,3962.0
datum,Datum,DAT,294,0.0370535,0.0000044607,182229.0,32637149.0,880811506.0,2653841598.0,,-0.89,3.39,0.58,1526748260,21.9376189553,3929.0
tokenomy,Tokenomy,TEN,295,0.261658,0.0000314997,274165.0,32604457.0,124607148.0,200000000.0,,-0.3,0.95,-0.03,1526748263,33.0053246239,3925.0
triggers,Triggers,TRIG,296,1.0136,0.0001220221,3031920.0,32542213.0,32105578.0,32105578.0,,0.01,0.4,-13.66,1526748248,364.99736959,3918.0
tokenclub,TokenClub,TCT,297,0.0669412,0.0000080587,468760.0,32227190.0,481425335.0,1000000000.0,,-1.17,5.73,8.47,1526748260,56.4316231856,3880.0
viberate,Viberate,VIB,298,0.188546,0.0000226981,6952310.0,31937141.0,169386466.0,200000000.0,,0.07,-0.58,17.54,1526748256,836.953106472,3845.0
blockmason,BlockMason Credit Protocol,BCPT,299,0.43877,0.0000528213,3031780.0,31761777.0,72388214.0,116158667.0,,-1.68,4.03,2.84,1526748256,364.980515705,3824.0
colossusxt,ColossusXT,COLX,300,0.00291631,0.0000003511,48115.9,31710060.0,10873350234.0,10932883615.0,,2.46,3.78,-5.72,1526748255,5.7924275494,3817.0
safe-exchange-coin,Safe Exchange Coin,SAFEX,301,0.0204946,0.0000024672,29192.3,31626398.0,1543157590.0,2147483647.0,2147483647.0,1.55,8.09,-0.25,1526748246,3.5143119582,3807.0
steem-dollars,Steem Dollars,SBD,302,2.25842,0.0002718797,1953280.0,31344502.0,13878952.0,13878952.0,,0.27,1.21,-6.14,1526748247,235.145406895,3773.0
whitecoin,WhiteCoin,XWC,303,0.124338,0.0000149684,267835.0,30954971.0,248958253.0,248958253.0,,0.5,21.77,108.47,1526748242,32.2432882412,3727.0
proxeus,Proxeus,XES,304,0.154908,0.0000186486,497086.0,30709016.0,198240350.0,300000000.0,,0.12,0.46,-5.5,1526748265,59.8416457097,3697.0
namecoin,Namecoin,NMC,305,2.06818,0.0002489776,134446.0,30477528.0,14736400.0,14736400.0,,0.1,1.48,4.92,1526748241,16.1852675374,3669.0
spectre-dividend,Spectre.ai Dividend Token,SXDT,306,0.370913,0.0000446523,10911.0,30442135.0,82073519.0,140270691.0,,-0.67,8.96,-2.78,1526748261,1.3135195848,3665.0
universa,Universa,UTNP,307,0.0170318,0.0000020504,1094140.0,30367207.0,1782971092.0,4997891952.0,,0.37,-0.24,-4.12,1526748263,131.717928561,3656.0
